,file_name,date,animal,minute
1940,20181112_ANIMAL3_4min,20181112,3,4
1941,20181112_ANIMAL3_52min,20181112,3,52
1942,20181112_ANIMAL3_57min,20181112,3,57
1943,20181112_ANIMAL3_5min,20181112,3,5
1944,20181112_ANIMAL3_62min,20181112,3,62
1945,20181112_ANIMAL3_67min,20181112,3,67
1946,20181112_ANIMAL3_72min,20181112,3,72
1947,20181112_ANIMAL3_73min,20181112,3,73
1948,20181112_ANIMAL3_74min,20181112,3,74
1949,20181112_ANIMAL3_75min,20181112,3,75
1950,20181112_ANIMAL3_76min,20181112,3,76
1951,20181112_ANIMAL3_77min,20181112,3,77
1952,20181112_ANIMAL4_0min,20181112,4,0
1953,20181112_ANIMAL4_12min,20181112,4,12
1954,20181112_ANIMAL4_1min,20181112,4,1
1955,20181112_ANIMAL4_2min,20181112,4,2
1956,20181112_ANIMAL4_3min,20181112,4,3
1957,20181112_ANIMAL4_4min,20181112,4,4
1958,20181112_ANIMAL4_5min,20181112,4,5
1959,20181113_ANIMAL5_0min,20181113,5,0
1960,20181113_ANIMAL5_12min,20181113,5,12
1961,20181113_ANIMAL5_1min,20181113,5,1
1962,20181113_ANIMAL5_2min,20181113,5,2
1963,20181113_ANIMAL5_3min,20181113,5,3
1964,20181113_ANIMAL5_4min,20181113,5,4
1965,20181113_ANIMAL5_5min,20181113,5,5
1966,20181113_ANIMAL7_0min,20181113,7,0
1967,20181113_ANIMAL7_12min,20181113,7,12
1968,20181113_ANIMAL7_17min,20181113,7,17
1969,20181113_ANIMAL7_1min,20181113,7,1
1970,20181113_ANIMAL7_22min,20181113,7,22
1971,20181113_ANIMAL7_27min,20181113,7,27
1972,20181113_ANIMAL7_2min,20181113,7,2
1973,20181113_ANIMAL7_32min,20181113,7,32
1974,20181113_ANIMAL7_37min,20181113,7,37
1975,20181113_ANIMAL7_3min,20181113,7,3
1976,20181113_ANIMAL7_42min,20181113,7,42
1977,20181113_ANIMAL7_47min,20181113,7,47
1978,20181113_ANIMAL7_4min,20181113,7,4
1979,20181113_ANIMAL7_52min,20181113,7,52
1980,20181113_ANIMAL7_57min,20181113,7,57
1981,20181113_ANIMAL7_5min,20181113,7,5
1982,20181113_ANIMAL7_62min,20181113,7,62
1983,20181113_ANIMAL7_67min,20181113,7,67
1984,20181113_ANIMAL7_72min,20181113,7,72
1985,20181113_ANIMAL7_73min,20181113,7,73
1986,20181113_ANIMAL7_74min,20181113,7,74
1987,20181113_ANIMAL7_75min,20181113,7,75
1988,20181113_ANIMAL7_76min,20181113,7,76
1989,20181113_ANIMAL7_77min,20181113,7,77
1990,20181113_ANIMAL8_0min,20181113,8,0
1991,20181113_ANIMAL8_12min,20181113,8,12
1992,20181113_ANIMAL8_17min,20181113,8,17
1993,20181113_ANIMAL8_1min,20181113,8,1
1994,20181113_ANIMAL8_22min,20181113,8,22
1995,20181113_ANIMAL8_27min,20181113,8,27
1996,20181113_ANIMAL8_2min,20181113,8,2
1997,20181113_ANIMAL8_32min,20181113,8,32
1998,20181113_ANIMAL8_37min,20181113,8,37
1999,20181113_ANIMAL8_3min,20181113,8,3
2000,20181113_ANIMAL8_42min,20181113,8,42
2001,20181113_ANIMAL8_47min,20181113,8,47
2002,20181113_ANIMAL8_4min,20181113,8,4
2003,20181113_ANIMAL8_52min,20181113,8,52
2004,20181113_ANIMAL8_57min,20181113,8,57
2005,20181113_ANIMAL8_5min,20181113,8,5
2006,20181113_ANIMAL8_62min,20181113,8,62
2007,20181113_ANIMAL8_67min,20181113,8,67
2008,20181113_ANIMAL8_72min,20181113,8,72
2009,20181113_ANIMAL8_73min,20181113,8,73
2010,20181113_ANIMAL8_74min,20181113,8,74
2011,20181113_ANIMAL8_75min,20181113,8,75
2012,20181113_ANIMAL8_76min,20181113,8,76
2013,20181113_ANIMAL8_77min,20181113,8,77
2014,20181113_ANIMAL9_0min,20181113,9,0
2015,20181113_ANIMAL9_12min,20181113,9,12
2016,20181113_ANIMAL9_17min,20181113,9,17
2017,20181113_ANIMAL9_1min,20181113,9,1
2018,20181113_ANIMAL9_22min,20181113,9,22
2019,20181113_ANIMAL9_27min,20181113,9,27
2020,20181113_ANIMAL9_2min,20181113,9,2
2021,20181113_ANIMAL9_32min,20181113,9,32
2022,20181113_ANIMAL9_37min,20181113,9,37
2023,20181113_ANIMAL9_3min,20181113,9,3
2024,20181113_ANIMAL9_42min,20181113,9,42
2025,20181113_ANIMAL9_47min,20181113,9,47
2026,20181113_ANIMAL9_4min,20181113,9,4
2027,20181113_ANIMAL9_52min,20181113,9,52
2028,20181113_ANIMAL9_57min,20181113,9,57
2029,20181113_ANIMAL9_5min,20181113,9,5
2030,20181113_ANIMAL9_62min,20181113,9,62
2031,20181113_ANIMAL9_67min,20181113,9,67
2032,20181113_ANIMAL9_72min,20181113,9,72
2033,20181114_ANIMAL10_0min,20181114,10,0
2034,20181114_ANIMAL10_1min,20181114,10,1
2035,20181114_ANIMAL10_2min,20181114,10,2
2036,20181114_ANIMAL10_3min,20181114,10,3
2037,20181114_ANIMAL10_4min,20181114,10,4
2038,20181114_ANIMAL10_5min,20181114,10,5
2039,20181114_ANIMAL11_0min,20181114,11,0
2040,20181114_ANIMAL11_1min,20181114,11,1
2041,20181114_ANIMAL11_2min,20181114,11,2
2042,20181114_ANIMAL11_3min,20181114,11,3
2043,20181114_ANIMAL11_4min,20181114,11,4
2044,20181114_ANIMAL11_5min,20181114,11,5
2045,20181114_ANIMAL12_0min,20181114,12,0
2046,20181114_ANIMAL12_1min,20181114,12,1
2047,20181114_ANIMAL12_2min,20181114,12,2
2048,20181114_ANIMAL12_3min,20181114,12,3
2049,20181114_ANIMAL12_4min,20181114,12,4
2050,20181114_ANIMAL12_5min,20181114,12,5
2051,20181114_ANIMAL1_0min,20181114,1,0
2052,20181114_ANIMAL1_10min,20181114,1,10
2053,20181114_ANIMAL1_15min,20181114,1,15
2054,20181114_ANIMAL1_1min,20181114,1,1
2055,20181114_ANIMAL1_20min,20181114,1,20
2056,20181114_ANIMAL1_25min,20181114,1,25
2057,20181114_ANIMAL1_2min,20181114,1,2
2058,20181114_ANIMAL1_30min,20181114,1,30
2059,20181114_ANIMAL1_35min,20181114,1,35
2060,20181114_ANIMAL1_3min,20181114,1,3
2061,20181114_ANIMAL1_40min,20181114,1,40
2062,20181114_ANIMAL1_45min,20181114,1,45
2063,20181114_ANIMAL1_4min,20181114,1,4
2064,20181114_ANIMAL1_50min,20181114,1,50
2065,20181114_ANIMAL1_55min,20181114,1,55
2066,20181114_ANIMAL1_5min,20181114,1,5
2067,20181114_ANIMAL1_60min,20181114,1,60
2068,20181114_ANIMAL1_61min,20181114,1,61
2069,20181114_ANIMAL1_62min,20181114,1,62
2070,20181114_ANIMAL1_63min,20181114,1,63
2071,20181114_ANIMAL1_64min,20181114,1,64
2072,20181114_ANIMAL1_65min,20181114,1,65
2073,20181114_ANIMAL2_0min,20181114,2,0
2074,20181114_ANIMAL2_10min,20181114,2,10
2075,20181114_ANIMAL2_15min,20181114,2,15
2076,20181114_ANIMAL2_20min,20181114,2,20
2077,20181114_ANIMAL2_25min,20181114,2,25
2078,20181114_ANIMAL2_30min,20181114,2,30
2079,20181114_ANIMAL2_5min,20181114,2,5
2080,20181114_ANIMAL3_0min,20181114,3,0
2081,20181114_ANIMAL3_10min,20181114,3,10
2082,20181114_ANIMAL3_15min,20181114,3,15
2083,20181114_ANIMAL3_20min,20181114,3,20
2084,20181114_ANIMAL3_25min,20181114,3,25
2085,20181114_ANIMAL3_30min,20181114,3,30
2086,20181114_ANIMAL3_35min,20181114,3,35
2087,20181114_ANIMAL3_40min,20181114,3,40
2088,20181114_ANIMAL3_45min,20181114,3,45
2089,20181114_ANIMAL3_50min,20181114,3,50
2090,20181114_ANIMAL3_55min,20181114,3,55
2091,20181114_ANIMAL3_5min,20181114,3,5
2092,20181114_ANIMAL3_60min,20181114,3,60
2093,20181114_ANIMAL3_61min,20181114,3,61
2094,20181114_ANIMAL3_62min,20181114,3,62
2095,20181114_ANIMAL3_63min,20181114,3,63
2096,20181114_ANIMAL3_64min,20181114,3,64
2097,20181114_ANIMAL3_65min,20181114,3,65
2098,20181114_ANIMAL4_10min,20181114,4,10
2099,20181114_ANIMAL4_15min,20181114,4,15
2100,20181114_ANIMAL4_20min,20181114,4,20
2101,20181114_ANIMAL4_25min,20181114,4,25
2102,20181114_ANIMAL4_30min,20181114,4,30
2103,20181114_ANIMAL4_35min,20181114,4,35
2104,20181114_ANIMAL4_40min,20181114,4,40
2105,20181114_ANIMAL4_45min,20181114,4,45
2106,20181114_ANIMAL4_50min,20181114,4,50
2107,20181114_ANIMAL4_55min,20181114,4,55
2108,20181114_ANIMAL4_5min,20181114,4,5
2109,20181114_ANIMAL4_60min,20181114,4,60
2110,20181114_ANIMAL4_61min,20181114,4,61
2111,20181114_ANIMAL4_62min,20181114,4,62
2112,20181114_ANIMAL4_63min,20181114,4,63
2113,20181114_ANIMAL4_64min,20181114,4,64
2114,20181114_ANIMAL4_65min,20181114,4,65
2115,20181114_ANIMAL5_10min,20181114,5,10
2116,20181114_ANIMAL5_15min,20181114,5,15
2117,20181114_ANIMAL5_4min,20181114,5,4
2118,20181114_ANIMAL5_55min,20181114,5,55
2119,20181114_ANIMAL5_5min,20181114,5,5
2120,20181114_ANIMAL5_60min,20181114,5,60
2121,20181114_ANIMAL5_61min,20181114,5,61
2122,20181114_ANIMAL5_63min,20181114,5,63
2123,20181114_ANIMAL5_64min,20181114,5,64
2124,20181114_ANIMAL5_65min,20181114,5,65
2125,20181114_ANIMAL6_0min,20181114,6,0
2126,20181114_ANIMAL6_10min,20181114,6,10
2127,20181114_ANIMAL6_15min,20181114,6,15
2128,20181114_ANIMAL6_1min,20181114,6,1
2129,20181114_ANIMAL6_20min,20181114,6,20
2130,20181114_ANIMAL6_25min,20181114,6,25
2131,20181114_ANIMAL6_2min,20181114,6,2
2132,20181114_ANIMAL6_30min,20181114,6,30
2133,20181114_ANIMAL6_35min,20181114,6,35
2134,20181114_ANIMAL6_3min,20181114,6,3
2135,20181114_ANIMAL6_40min,20181114,6,40
2136,20181114_ANIMAL6_45min,20181114,6,45
2137,20181114_ANIMAL6_4min,20181114,6,4
2138,20181114_ANIMAL6_50min,20181114,6,50
2139,20181114_ANIMAL6_55min,20181114,6,55
2140,20181114_ANIMAL6_5min,20181114,6,5
2141,20181114_ANIMAL6_60min,20181114,6,60
2142,20181114_ANIMAL6_61min,20181114,6,61
2143,20181114_ANIMAL6_62min,20181114,6,62
2144,20181114_ANIMAL6_63min,20181114,6,63
2145,20181114_ANIMAL6_64min,20181114,6,64
2146,20181114_ANIMAL6_65min,20181114,6,65
2147,20181114_ANIMAL7_0min,20181114,7,0
2148,20181114_ANIMAL7_10min,20181114,7,10
2149,20181114_ANIMAL7_15min,20181114,7,15
2150,20181114_ANIMAL7_1min,20181114,7,1
2151,20181114_ANIMAL7_20min,20181114,7,20
2152,20181114_ANIMAL7_25min,20181114,7,25
2153,20181114_ANIMAL7_2min,20181114,7,2
2154,20181114_ANIMAL7_30min,20181114,7,30
2155,20181114_ANIMAL7_35min,20181114,7,35
2156,20181114_ANIMAL7_3min,20181114,7,3
2157,20181114_ANIMAL7_40min,20181114,7,40
2158,20181114_ANIMAL7_45min,20181114,7,45
2159,20181114_ANIMAL7_4min,20181114,7,4
2160,20181114_ANIMAL7_50min,20181114,7,50
2161,20181114_ANIMAL7_55min,20181114,7,55
2162,20181114_ANIMAL7_5min,20181114,7,5
2163,20181114_ANIMAL7_60min,20181114,7,60
2164,20181114_ANIMAL7_61min,20181114,7,61
2165,20181114_ANIMAL7_62min,20181114,7,62
2166,20181114_ANIMAL7_63min,20181114,7,63
2167,20181114_ANIMAL7_64min,20181114,7,64
2168,20181114_ANIMAL7_65min,20181114,7,65
2169,20181114_ANIMAL8_0min,20181114,8,0
2170,20181114_ANIMAL8_1min,20181114,8,1
2171,20181114_ANIMAL8_2min,20181114,8,2
2172,20181114_ANIMAL8_3min,20181114,8,3
2173,20181114_ANIMAL8_4min,20181114,8,4
2174,20181114_ANIMAL8_5min,20181114,8,5
2175,20181114_ANIMAL9_0min,20181114,9,0
2176,20181114_ANIMAL9_1min,20181114,9,1
2177,20181114_ANIMAL9_2min,20181114,9,2
2178,20181114_ANIMAL9_3min,20181114,9,3
2179,20181114_ANIMAL9_4min,20181114,9,4
2180,20181114_ANIMAL9_5min,20181114,9,5
2181,20181124_ANIMAL13_0min,20181124,13,0
2182,20181124_ANIMAL13_10min,20181124,13,10
2183,20181124_ANIMAL13_15min,20181124,13,15
2184,20181124_ANIMAL13_1min,20181124,13,1
2185,20181124_ANIMAL13_20min,20181124,13,20
2186,20181124_ANIMAL13_25min,20181124,13,25
2187,20181124_ANIMAL13_2min,20181124,13,2
2188,20181124_ANIMAL13_30min,20181124,13,30
2189,20181124_ANIMAL13_35min,20181124,13,35
2190,20181124_ANIMAL13_3min,20181124,13,3
2191,20181124_ANIMAL13_40min,20181124,13,40
2192,20181124_ANIMAL13_45min,20181124,13,45
2193,20181124_ANIMAL13_4min,20181124,13,4
2194,20181124_ANIMAL13_50min,20181124,13,50
2195,20181124_ANIMAL13_55min,20181124,13,55
2196,20181124_ANIMAL13_5min,20181124,13,5
2197,20181124_ANIMAL13_61min,20181124,13,61
2198,20181124_ANIMAL13_62min,20181124,13,62
2199,20181124_ANIMAL13_63min,20181124,13,63
2200,20181124_ANIMAL13_64min,20181124,13,64
2201,20181124_ANIMAL13_65min,20181124,13,65
2202,20181124_ANIMAL14_0min,20181124,14,0
2203,20181124_ANIMAL14_10min,20181124,14,10
2204,20181124_ANIMAL14_15min,20181124,14,15
2205,20181124_ANIMAL14_1min,20181124,14,1
2206,20181124_ANIMAL14_20min,20181124,14,20
2207,20181124_ANIMAL14_25min,20181124,14,25
2208,20181124_ANIMAL14_2min,20181124,14,2
2209,20181124_ANIMAL14_30min,20181124,14,30
2210,20181124_ANIMAL14_35min,20181124,14,35
2211,20181124_ANIMAL14_3min,20181124,14,3
2212,20181124_ANIMAL14_40min,20181124,14,40
2213,20181124_ANIMAL14_45min,20181124,14,45
2214,20181124_ANIMAL14_4min,20181124,14,4
2215,20181124_ANIMAL14_50min,20181124,14,50
2216,20181124_ANIMAL14_55min,20181124,14,55
2217,20181124_ANIMAL14_5min,20181124,14,5
2218,20181124_ANIMAL14_60min,20181124,14,60
2219,20181124_ANIMAL14_61min,20181124,14,61
2220,20181124_ANIMAL14_62min,20181124,14,62
2221,20181124_ANIMAL14_63min,20181124,14,63
2222,20181124_ANIMAL14_64min,20181124,14,64
2223,20181124_ANIMAL14_65min,20181124,14,65
2224,20181127_ANIMAL1_0min,20181127,1,0
2225,20181127_ANIMAL1_1min,20181127,1,1
2226,20181127_ANIMAL1_2min,20181127,1,2
2227,20181127_ANIMAL1_3min,20181127,1,3
2228,20181127_ANIMAL1_4min,20181127,1,4
2229,20181127_ANIMAL1_5min,20181127,1,5
2230,20181127_ANIMAL2_0min,20181127,2,0
2231,20181127_ANIMAL2_1min,20181127,2,1
2232,20181127_ANIMAL2_2min,20181127,2,2
2233,20181127_ANIMAL2_3min,20181127,2,3
2234,20181127_ANIMAL2_4min,20181127,2,4
2235,20181127_ANIMAL2_5min,20181127,2,5
2236,20181208_ANIMAL1_0min,20181208,1,0
2237,20181208_ANIMAL1_10min,20181208,1,10
2238,20181208_ANIMAL1_15min,20181208,1,15
2239,20181208_ANIMAL1_1min,20181208,1,1
2240,20181208_ANIMAL1_20min,20181208,1,20
2241,20181208_ANIMAL1_25min,20181208,1,25
2242,20181208_ANIMAL1_2min,20181208,1,2
2243,20181208_ANIMAL1_30min,20181208,1,30
2244,20181208_ANIMAL1_35min,20181208,1,35
2245,20181208_ANIMAL1_3min,20181208,1,3
2246,20181208_ANIMAL1_40min,20181208,1,40
2247,20181208_ANIMAL1_45min,20181208,1,45
2248,20181208_ANIMAL1_4min,20181208,1,4
2249,20181208_ANIMAL1_50min,20181208,1,50
2250,20181208_ANIMAL1_55min,20181208,1,55
2251,20181208_ANIMAL1_5min,20181208,1,5
2252,20181208_ANIMAL1_60min,20181208,1,60
2253,20181208_ANIMAL1_61min,20181208,1,61
2254,20181208_ANIMAL1_62min,20181208,1,62
2255,20181208_ANIMAL1_63min,20181208,1,63
2256,20181208_ANIMAL1_64min,20181208,1,64
2257,20181208_ANIMAL1_65min,20181208,1,65
2258,20181208_ANIMAL2_0min,20181208,2,0
2259,20181208_ANIMAL2_10min,20181208,2,10
2260,20181208_ANIMAL2_15min,20181208,2,15
2261,20181208_ANIMAL2_1min,20181208,2,1
2262,20181208_ANIMAL2_20min,20181208,2,20
2263,20181208_ANIMAL2_25min,20181208,2,25
2264,20181208_ANIMAL2_2min,20181208,2,2
2265,20181208_ANIMAL2_30min,20181208,2,30
2266,20181208_ANIMAL2_35min,20181208,2,35
2267,20181208_ANIMAL2_3min,20181208,2,3
2268,20181208_ANIMAL2_40min,20181208,2,40
2269,20181208_ANIMAL2_45min,20181208,2,45
2270,20181208_ANIMAL2_4min,20181208,2,4
2271,20181208_ANIMAL2_50min,20181208,2,50
2272,20181208_ANIMAL2_55min,20181208,2,55
2273,20181208_ANIMAL2_5min,20181208,2,5
2274,20181208_ANIMAL2_60min,20181208,2,60
2275,20181208_ANIMAL2_61min,20181208,2,61
2276,20181208_ANIMAL2_62min,20181208,2,62
2277,20181208_ANIMAL2_63min,20181208,2,63
2278,20181208_ANIMAL2_64min,20181208,2,64
2279,20181208_ANIMAL2_65min,20181208,2,65
2280,20181208_ANIMAL3_0min,20181208,3,0
2281,20181208_ANIMAL3_10min,20181208,3,10
2282,20181208_ANIMAL3_15min,20181208,3,15
2283,20181208_ANIMAL3_1min,20181208,3,1
2284,20181208_ANIMAL3_20min,20181208,3,20
2285,20181208_ANIMAL3_25min,20181208,3,25
2286,20181208_ANIMAL3_2min,20181208,3,2
2287,20181208_ANIMAL3_30min,20181208,3,30
2288,20181208_ANIMAL3_35min,20181208,3,35
2289,20181208_ANIMAL3_3min,20181208,3,3
2290,20181208_ANIMAL3_40min,20181208,3,40
2291,20181208_ANIMAL3_45min,20181208,3,45
2292,20181208_ANIMAL3_4min,20181208,3,4
2293,20181208_ANIMAL3_50min,20181208,3,50
2294,20181208_ANIMAL3_55min,20181208,3,55
2295,20181208_ANIMAL3_5min,20181208,3,5
2296,20181208_ANIMAL3_60min,20181208,3,60
2297,20181213_ANIMAL4_0min,20181213,4,0
2298,20181213_ANIMAL4_10min,20181213,4,10
2299,20181213_ANIMAL4_15min,20181213,4,15
2300,20181213_ANIMAL4_1min,20181213,4,1
2301,20181213_ANIMAL4_20min,20181213,4,20
2302,20181213_ANIMAL4_25min,20181213,4,25
2303,20181213_ANIMAL4_2min,20181213,4,2
2304,20181213_ANIMAL4_30min,20181213,4,30
2305,20181213_ANIMAL4_35min,20181213,4,35
2306,20181213_ANIMAL4_3min,20181213,4,3
2307,20181213_ANIMAL4_40min,20181213,4,40
2308,20181213_ANIMAL4_45min,20181213,4,45
2309,20181213_ANIMAL4_4min,20181213,4,4
2310,20181213_ANIMAL4_50min,20181213,4,50
2311,20181213_ANIMAL4_55min,20181213,4,55
2312,20181213_ANIMAL4_5min,20181213,4,5
2313,20181213_ANIMAL4_60min,20181213,4,60
2314,20181213_ANIMAL4_61min,20181213,4,61
2315,20181213_ANIMAL4_62min,20181213,4,62
2316,20181213_ANIMAL4_63min,20181213,4,63
2317,20181213_ANIMAL4_64min,20181213,4,64
2318,20181213_ANIMAL4_65min,20181213,4,65
2319,20181213_ANIMAL5_0min,20181213,5,0
2320,20181213_ANIMAL5_10min,20181213,5,10
2321,20181213_ANIMAL5_15min,20181213,5,15
2322,20181213_ANIMAL5_1min,20181213,5,1
2323,20181213_ANIMAL5_20min,20181213,5,20
2324,20181213_ANIMAL5_25min,20181213,5,25
2325,20181213_ANIMAL5_2min,20181213,5,2
2326,20181213_ANIMAL5_30min,20181213,5,30
2327,20181213_ANIMAL5_35min,20181213,5,35
2328,20181213_ANIMAL5_3min,20181213,5,3
2329,20181213_ANIMAL5_40min,20181213,5,40
2330,20181213_ANIMAL5_45min,20181213,5,45
2331,20181213_ANIMAL5_4min,20181213,5,4
2332,20181213_ANIMAL5_50min,20181213,5,50
2333,20181213_ANIMAL5_55min,20181213,5,55
2334,20181213_ANIMAL5_5min,20181213,5,5
2335,20181213_ANIMAL5_60min,20181213,5,60
2336,20181213_ANIMAL5_61min,20181213,5,61
2337,20181213_ANIMAL5_62min,20181213,5,62
2338,20181213_ANIMAL5_63min,20181213,5,63
2339,20181213_ANIMAL5_64min,20181213,5,64
2340,20181213_ANIMAL5_65min,20181213,5,65
2341,20181213_ANIMAL6_0min,20181213,6,0
2342,20181213_ANIMAL6_10min,20181213,6,10
2343,20181213_ANIMAL6_15min,20181213,6,15
2344,20181213_ANIMAL6_20min,20181213,6,20
2345,20181213_ANIMAL6_25min,20181213,6,25
2346,20181213_ANIMAL6_30min,20181213,6,30
2347,20181213_ANIMAL6_35min,20181213,6,35
2348,20181213_ANIMAL6_40min,20181213,6,40
2349,20181213_ANIMAL6_45min,20181213,6,45
2350,20181213_ANIMAL6_50min,20181213,6,50
2351,20181213_ANIMAL6_55min,20181213,6,55
2352,20181213_ANIMAL6_5min,20181213,6,5
2353,20181213_ANIMAL6_60min,20181213,6,60
2354,20181213_ANIMAL6_61min,20181213,6,61
2355,20181213_ANIMAL6_62min,20181213,6,62
2356,20181213_ANIMAL6_63min,20181213,6,63
2357,20181213_ANIMAL6_64min,20181213,6,64
2358,20181213_ANIMAL6_65min,20181213,6,65
2359,20181213_ANIMAL7_0min,20181213,7,0
2360,20181213_ANIMAL7_10min,20181213,7,10
2361,20181213_ANIMAL7_15min,20181213,7,15
2362,20181213_ANIMAL7_20min,20181213,7,20
2363,20181213_ANIMAL7_25min,20181213,7,25
2364,20181213_ANIMAL7_30min,20181213,7,30
2365,20181213_ANIMAL7_35min,20181213,7,35
2366,20181213_ANIMAL7_40min,20181213,7,40
2367,20181213_ANIMAL7_45min,20181213,7,45
2368,20181213_ANIMAL7_50min,20181213,7,50
2369,20181213_ANIMAL7_55min,20181213,7,55
2370,20181213_ANIMAL7_5min,20181213,7,5
2371,20181214_ANIMAL1_0min,20181214,1,0
2372,20181214_ANIMAL1_10min,20181214,1,10
2373,20181214_ANIMAL1_15min,20181214,1,15
2374,20181214_ANIMAL1_20min,20181214,1,20
2375,20181214_ANIMAL1_25min,20181214,1,25
2376,20181214_ANIMAL1_30min,20181214,1,30
2377,20181214_ANIMAL1_35min,20181214,1,35
2378,20181214_ANIMAL1_40min,20181214,1,40
2379,20181214_ANIMAL1_45min,20181214,1,45
2380,20181214_ANIMAL1_50min,20181214,1,50
2381,20181214_ANIMAL1_55min,20181214,1,55
2382,20181214_ANIMAL1_5min,20181214,1,5
2383,20181214_ANIMAL1_60min,20181214,1,60
2384,20181214_ANIMAL2_0min,20181214,2,0
2385,20181214_ANIMAL2_10min,20181214,2,10
2386,20181214_ANIMAL2_15min,20181214,2,15
2387,20181214_ANIMAL2_20min,20181214,2,20
2388,20181214_ANIMAL2_25min,20181214,2,25
2389,20181214_ANIMAL2_30min,20181214,2,30
2390,20181214_ANIMAL2_35min,20181214,2,35
2391,20181214_ANIMAL2_40min,20181214,2,40
2392,20181214_ANIMAL2_45min,20181214,2,45
2393,20181214_ANIMAL2_50min,20181214,2,50
2394,20181214_ANIMAL2_55min,20181214,2,55
2395,20181214_ANIMAL2_5min,20181214,2,5
2396,20181214_ANIMAL2_60min,20181214,2,60
2397,20181214_ANIMAL2_61min,20181214,2,61
2398,20181214_ANIMAL2_62min,20181214,2,62
2399,20181214_ANIMAL2_63min,20181214,2,63
2400,20181214_ANIMAL2_64min,20181214,2,64
2401,20181214_ANIMAL2_65min,20181214,2,65
2402,20181214_ANIMAL3_0min,20181214,3,0
2403,20181214_ANIMAL3_10min,20181214,3,10
2404,20181214_ANIMAL3_15min,20181214,3,15
2405,20181214_ANIMAL3_20min,20181214,3,20
2406,20181214_ANIMAL3_25min,20181214,3,25
2407,20181214_ANIMAL3_30min,20181214,3,30
2408,20181214_ANIMAL3_35min,20181214,3,35
2409,20181214_ANIMAL3_40min,20181214,3,40
2410,20181214_ANIMAL3_45min,20181214,3,45
2411,20181214_ANIMAL3_50min,20181214,3,50
2412,20181214_ANIMAL3_55min,20181214,3,55
2413,20181214_ANIMAL3_5min,20181214,3,5
2414,20181214_ANIMAL3_60min,20181214,3,60
2415,20181214_ANIMAL3_61min,20181214,3,61
2416,20181214_ANIMAL3_62min,20181214,3,62
2417,20181214_ANIMAL3_63min,20181214,3,63
2418,20181214_ANIMAL3_64min,20181214,3,64
2419,20181214_ANIMAL3_65min,20181214,3,65
